Call_ID,Transcript,Extracted_Event,Location,Sentiment,Urgency_Score,Extracted_Names,Urgency_Phrases,Audio_File,Event_Source,Event_Confidence,Location_Source,Location_Confidence,Sentiment_Urgency_Source,Metadata_Title,Metadata_Description
C633,radio I have in there in the lobby with the gun. Alright is everybody okay everybody away from them?,Shooting / gun violence,Oklahoma,Concerned,0.63,Unknown,gun,911_first6sec/call_660_0.wav,Transcript + metadata,0.75,Metadata state,0.72,Transcript + incident context,Hostages taken,"-In Jan. 2010 a man who may have psychiatric problems entered a Tulsa (Okla.) radio station office and held the employees at gunpoint. A receptionist dialed 911, and for almost 12 minutes kept a dispatcher informed about what was happening. Arriving police confronted Barry Styles, and shot him when he pointed a gun at them. He survived and was arrested."
C634,"Can we meet a police assistance for this student? Okay, what's going on?",Non-emergency / misuse of 911,"Livingston County, Michigan",Calm,0.13,Unknown,police,911_first6sec/call_661_0.wav,Metadata,0.72,Metadata description,0.76,Transcript + incident context,School lock-down,"-In Jan. 2010 a Livingston County (Mich.) middle school student became violent, and an office worker dialed 911. Dispatchers sent deputies non-emergency, but then an administrator ordered a “lock down,” prompting another officer worker to dial 911 again and become impatient with the dispatcher. The school changed its procedures have changed to have only the involved staff dial 911 instead of office personnel, and to us a “stay put” order for less serious incidents."
C635,"My mom and her boyfriend, and her boyfriend, so can I have a warm up.",Domestic disturbance,"Lawton, Oklahoma",Concerned,0.42,Unknown,None detected,911_first6sec/call_662_0.wav,Transcript + metadata,0.72,Metadata description,0.82,Transcript + incident context,Mother drug dealing,"-In Jan. 2010 an 11 year-old boy in Lawton (Okla.) dialed 911 to report that his mother and her boyfriend were dealing drugs, and had left him and his 1 year-old brother alone. Officers arrived and later arrested Jennifer Lynn Patterson and the boyfriend."
C636,"accidentally shot my husband. You accidentally shot your husband? Yeah. Okay, see breathing.",Shooting / gun violence,"Shephersville, Kentucky",Concerned,0.63,Unknown,shot,911_first6sec/call_664_0.wav,Transcript + metadata,0.72,Metadata description,0.82,Transcript + incident context,Murder 911 Call,-In Jan. 2010 a woman in Shephersville (Ken.) dialed 911 to say that she had been scuffling with her husband and accidentally shot him in the head. Betty Jane Harder was later arrested for murder.
C637,[No intelligible speech detected],Medical emergency,"Reno, Nevada",Concerned,0.53,Unknown,None detected,911_first6sec/call_665_0.wav,Metadata,0.79,Metadata description,0.82,Incident context; no intelligible speech,Baby Revived,-In Jan. 2010 a woman in Reno (Nev.) dialed 911 to say her 3 week-old baby wasn’t breathing. Carson City sheriff’s supervisor
C638,"These came up for a bit when I made her father's father. And I said, there were not many people.",Homicide / death investigation,"Payson, Utah",Distressed,0.66,Unknown,None detected,911_first6sec/call_666_0.wav,Metadata,0.75,Metadata description,0.82,Transcript + incident context,Murder 911 Call,"– In Nov. 2009 a retired university professor was murdered at his home outside Payson (Utah). Kay Mortensen, 70, had his throat cut, police say, and his son and daughter-in-law claim they were tied up and held hostage by two robbers with guns. Two months after the murder, police said the son and daughter-in-law were persons of interest in the case."
C639,"and they're coming across to me at gunpoint and the 3,400 block that high would drive southeast.",Shooting / gun violence,DC,Concerned,0.63,Unknown,None detected,911_first6sec/call_667_0.wav,Metadata,0.72,Metadata state,0.72,Transcript + incident context,Robbery Response,"– In Jan. 2010 District of Columbia (DC) council member Yvette Alexander stopped to inquire about a man lying on the sidewalk, and two bystanders brandished a gun at her—they were robbing the man. Alexander complained to the Office of Unified Communications that it took too long for officers to arrive at the scene. But officials noted the call was answered within five seconds, dispatched with 1 minute 37 seconds, and then it took an officer 10 minutes to arrive. Read more"
C640,"I think someone came in and started shooting. I don't know where I'm at, one winter's drawing. It works really long.",Homicide / death investigation,"Brooksville, Florida",Distressed,0.66,at,shooting,911_first6sec/call_668_0.wav,Metadata,0.75,Metadata description,0.82,Transcript + incident context,Murder 911 Call,"-In Jan. 2010 a man in Brooksville (Fla.) invaded his sister’s home, shot the sister and three other women. The sister and another woman were killed. A third woman dialed 911 for help. Police later arrested John Kalisz, but only after he shot and killed a Dixie County sheriff’s deputy who tried to arrest him. Hernando County sheriff’s dispatcher Milagros Ramos fielded the extraordinaryly personal call, continually assuring the caller that help was on the way."
C641,We got a baby that's not responsive. We're at 3301 West Noelle Drive.,Medical emergency,"3301 West Noelle Drive, Indiana",Concerned,0.53,Unknown,None detected,911_first6sec/call_669_0.wav,Metadata,0.75,Transcript + metadata state,0.9,Transcript + incident context,Baby Unconscious,"– In Jan. 2010 a child care provider in Muncie (Ind.) dialed 911 to report an unresponsive 4 month-old infant. A dispatcher gave Tina Byrd CPR instructions, but Byrd said rescue breathing wasn’t working. It was the second infant to die at the home in 11 weeks, and police and the coroner are investigating. On the tape, Byrd is heard talking before the calltaker answers, saying, “Clean up the house,” and other words."
C642,"I'm not many things right now, but it's all urgent. These people, they came through my door.",Rescue / person trapped,"Warren, Ohio",Concerned,0.55,not many things,right now,911_first6sec/call_670_0.wav,Metadata,0.79,Metadata description,0.82,Transcript + incident context,Daytime Burglary,"– In Jan. 2010 a 12 year-old boy was home alone in Warren (Ohio) while his mother ran an errand. The boy came out of the bathroom and was confronted by three burglars, who forced him to lie down while they loaded items from the house into their car. The boy obtained a car description when the burglars fled and dialed 911 to give them information. His mother arrived home while he was on the telephone."
C643,I'd like to call it the central robbery and my mother's a missing perk. I don't know. Yeah.,Homicide / death investigation,"Linvingston County, Michigan",Distressed,0.66,Unknown,None detected,911_first6sec/call_671_0.wav,Metadata,0.75,Metadata description,0.82,Transcript + incident context,Murder Victim,"– In Jan. 2010 a woman in Linvingston County (Mich.) reporting that her mother’s wallet and cellular phone were found in a parking lot 43 miles from the mother’s home, and her mother wasn’t answering the door. A state trooper arrived to investigate and found that Louise DeRosia had been shot to death."
C644,"Okay, let's do it.",Homicide / death investigation,"Kent County, Michigan",Distressed,0.66,Unknown,None detected,911_first6sec/call_673_0.wav,Metadata,0.75,Metadata description,0.76,Transcript + incident context,Murder,"– In Feb. 2010 a 13 year-old boy dialed 911 to report that intruders had shot and killed his father at their Kentwood (Mich.) home. Keishawn Mann told a Kent County sheriff’s dispatcher he was in the basement, heard a shot, came upstairs and found his father wounded. A 9 mm handgun was nearby, Mann told the dispatcher. Deputies later arrested him and he was charged with murder."
C645,"I went up the road, I'm in a retention pond right now. You're in the retention pond? Yeah.",Traffic collision,"Winter Garden, Florida",Concerned,0.49,in,right now,911_first6sec/call_674_0.wav,Metadata,0.79,Metadata description,0.82,Transcript + incident context,Crash into Pond,"– In Feb. 2010 a man crashed his pick-up truck into a rentention pond in Winter Garden (Fla.) and dialed 911 for help. During the one minute, 45-second recording, Umberto Delgado Jr. gave his location to two dispatchers. Highway Patrol troopers arrived to find Delgado in the water and the truck submerged in 8 feet of water. Delgado could not be revived."
C646,your emergency? I've got a gentleman in quarantine with a gun. I need someone here right now on the So many.,Shooting / gun violence,"Macomb, Illinois",Distressed,0.73,Unknown,gun; right now; emergency,911_first6sec/call_675_0.wav,Transcript + metadata,0.79,Metadata description,0.82,Transcript + incident context,Man With Rifle,"– In Feb. 2010 a man entered a grocery store at 1 p.m. in Macomb (Ill.), killed one employee and shot at police who arrived. The store manager dialed 911 for help. Officers were able to rescue all the employees, and five hours after the incident began they found Jonathan J. Labbe dead from an apparent self-inflicted gunshot wound."
C647,I need to file a proof leave your board to be sent off to my house.,Stabbing / assault,Iowa,Concerned,0.59,Unknown,None detected,911_first6sec/call_676_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Accusation Against Officer,"– In Feb. 2010 a Des Moines woman accused DPD Off. Maynard Richardson of attempting to sexually assault her, after Richardson responded to her home for a report of a fight. The woman dialed 911 and reached a male DPD dispatcher, and told him she needed to make a report, and to have a female officer respond. The call demonstrates the sensitive nature of some calls, such as taking complaints about officer conduct from citizens."
C648,and quickly help me from my turn to a moment and quickly hurry with your address.,Threat / suspicious activity,Oklahoma,Concerned,0.63,Unknown,help me; hurry,911_first6sec/call_677_0.wav,Transcript,0.82,Metadata state,0.72,Transcript + incident context,Attempted Murder,"– In Feb. 2010 a Tulsa (Okla.) man broke into his ex-girlfriend’s home, and waited for several hours for her to arrive home so he could kill her, police say. However, the woman’s 9 year-old daughter grabbed a telephone, locked herself in a bathroom and dialed 911 for help. Police arrived and arrested Allen Shields on five felonies. The woman and the girl were unhurt."
